ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2024-04-15,14.315643204418498,14.44539650413989,14.513140958385156,14.315643204418498,14.315643204418498,0.00040325664962653426,0.00040325664962653426,0.00040325664962653426,0.01134797777350161,0.01134797777350161,0.01134797777350161,0.0020258623972474457,0.0020258623972474457,0.0020258623972474457,0.00891885872662763,0.00891885872662763,0.00891885872662763,0.0,0.0,0.0,1939802.6621329894
2024-04-16,14.315585200330215,14.45694015674366,14.523766006046642,14.315585200330215,14.315585200330215,0.0005582102016199084,0.0005582102016199084,0.0005582102016199084,0.01217130208541315,0.01217130208541315,0.01217130208541315,0.0027441690624953946,0.0027441690624953946,0.0027441690624953946,0.008868922821297847,0.008868922821297847,0.008868922821297847,0.0,0.0,0.0,1962686.0218156483
2024-04-17,14.315527196241932,14.447021691705169,14.515631334027962,14.315527196241932,14.315527196241932,0.00019749847482465388,0.00019749847482465388,0.00019749847482465388,0.011756709833236074,0.011756709833236074,0.011756709833236074,0.002741616453236585,0.002741616453236585,0.002741616453236585,0.008817594905174836,0.008817594905174836,0.008817594905174836,0.0,0.0,0.0,1950957.2267306403
2024-04-18,14.31546919215365,14.439871255004705,14.504562763734764,14.31546919215365,14.31546919215365,-0.00021190225373232582,-0.00021190225373232582,-0.00021190225373232582,0.010971109767460352,0.010971109767460352,0.010971109767460352,0.0024182748000024304,0.0024182748000024304,0.0024182748000024304,0.00876473722119025,0.00876473722119025,0.00876473722119025,0.0,0.0,0.0,1929026.011092227
2024-04-19,14.315411188065367,14.432564413803044,14.500507378937941,14.315411188065367,14.315411188065367,-0.00028805572301940184,-0.00028805572301940184,-0.00028805572301940184,0.010559249891840124,0.010559249891840124,0.010559249891840124,0.002137229907599353,0.002137229907599353,0.002137229907599353,0.008710075707260173,0.008710075707260173,0.008710075707260173,0.0,0.0,0.0,1917573.5948341724
2024-04-20,14.315353183977084,14.316384555751574,14.384238976152705,14.315353183977084,14.315353183977084,-0.00013617421280294977,-0.00013617421280294977,-0.00013617421280294977,0.0024318151654420736,0.0024318151654420736,0.0024318151654420736,-0.006085218210996706,-0.006085218210996706,-0.006085218210996706,0.008653207589241731,0.008653207589241731,0.008653207589241731,0.0,0.0,0.0,1706859.1359310108
2024-04-21,14.3152951798888,14.316764298131169,14.38254357622376,14.3152951798888,14.3152951798888,-0.00012506007974278627,-0.00012506007974278627,-0.00012506007974278627,0.0024866172347697705,0.0024866172347697705,0.0024866172347697705,-0.005981934409567836,-0.005981934409567836,-0.005981934409567836,0.008593611724080392,0.008593611724080392,0.008593611724080392,0.0,0.0,0.0,1708099.3850461475
2024-04-22,14.315237175800519,14.427424080707926,14.493977098163073,14.315237175800519,14.315237175800519,-0.00037374501411306215,-0.00037374501411306215,-0.00037374501411306215,0.010182778879031585,0.010182778879031585,0.010182778879031585,0.0020258623972475016,0.0020258623972475016,0.0020258623972475016,0.008530661495897146,0.008530661495897146,0.008530661495897146,0.0,0.0,0.0,1906931.7038869073
2024-04-23,14.315179171712236,14.431830685462817,14.502000442006427,14.315179171712236,14.315179171712236,-0.0006057283237599749,-0.0006057283237599749,-0.0006057283237599749,0.010602080756947746,0.010602080756947746,0.010602080756947746,0.002744169062497005,0.002744169062497005,0.002744169062497005,0.008463640018210712,0.008463640018210712,0.008463640018210712,0.0,0.0,0.0,1918299.8507878722
2024-04-24,14.315121167623953,14.433381644419676,14.502834748845785,14.315121167623953,14.315121167623953,-0.0005151247431233641,-0.0005151247431233641,-0.0005151247431233641,0.010618249060008857,0.010618249060008857,0.010618249060008857,0.0027416164532365972,0.0027416164532365972,0.0027416164532365972,0.008391757349895624,0.008391757349895624,0.008391757349895624,0.0,0.0,0.0,1918631.4233567421
2024-04-25,14.316081770718524,14.434547462169059,14.500217239226732,14.316081770718524,14.316081770718524,-0.00014220865745151766,-0.00014220865745151766,-0.00014220865745151766,0.010590235534239418,0.010590235534239418,0.010590235534239418,0.002418274799995071,0.002418274799995071,0.002418274799995071,0.008314169391695866,0.008314169391695866,0.008314169391695866,0.0,0.0,0.0,1919724.8925315733
2024-04-26,14.317042373813093,14.433651959498082,14.501064229937942,14.317042373813093,14.317042373813093,0.0002053558685384954,0.0002053558685384954,0.0002053558685384954,0.010572583871109738,0.010572583871109738,0.010572583871109738,0.002137229907598848,0.002137229907598848,0.002137229907598848,0.008229998094972393,0.008229998094972393,0.008229998094972393,0.0,0.0,0.0,1921103.8584946662
2024-04-27,14.318002976907666,14.320000466712445,14.384459365654749,14.318002976907666,14.318002976907666,0.00033451483894350923,0.00033451483894350923,0.00033451483894350923,0.0023876492135922766,0.0023876492135922766,0.0023876492135922766,-0.006085218210999381,-0.006085218210999381,-0.006085218210999381,0.008138352585648148,0.008138352585648148,0.008138352585648148,0.0,0.0,0.0,1710317.092426663
